时间 (秒),前车位置 (米),后车位置 (米),前车速度 (米/秒),后车速度 (米/秒),后车加速度 (米/秒²),两车间距
0.60,11.96,-14.59,20.35,17.32,0.00,26.55
0.61,12.16,-14.41,20.36,17.32,0.00,26.58
0.62,12.37,-14.24,20.38,17.32,0.00,26.61
0.63,12.57,-14.07,20.39,17.32,0.00,26.64
0.64,12.77,-13.90,20.41,17.32,0.00,26.67
0.65,12.98,-13.72,20.42,17.32,0.00,26.70
0.66,13.18,-13.55,20.43,17.32,0.00,26.73
0.67,13.39,-13.38,20.45,17.32,0.00,26.76
0.68,13.59,-13.20,20.46,17.32,0.00,26.79
0.69,13.80,-13.03,20.48,17.32,0.00,26.82
0.70,14.00,-12.86,20.49,17.32,0.00,26.86
0.71,14.20,-12.68,20.50,17.32,0.00,26.89
0.72,14.41,-12.51,20.52,17.32,0.00,26.92
0.73,14.62,-12.34,20.53,17.32,0.00,26.95
0.74,14.82,-12.16,20.55,17.32,1.03,26.98
0.75,15.03,-11.99,20.56,17.33,1.04,27.02
0.76,15.23,-11.82,20.57,17.34,1.04,27.05
0.77,15.44,-11.64,20.59,17.35,1.04,27.08
0.78,15.64,-11.47,20.60,17.36,1.04,27.11
0.79,15.85,-11.30,20.62,17.37,1.04,27.15
0.80,16.06,-11.12,20.63,17.38,1.04,27.18
0.81,16.26,-10.95,20.64,17.39,1.04,27.21
0.82,16.47,-10.77,20.66,17.40,1.04,27.24
0.83,16.68,-10.60,20.67,17.41,1.04,27.28
0.84,16.88,-10.43,20.69,17.42,1.04,27.31
0.85,17.09,-10.25,20.70,17.43,1.04,27.34
0.86,17.30,-10.08,20.71,17.44,1.04,27.37
0.87,17.50,-9.90,20.73,17.45,1.04,27.41
0.88,17.71,-9.73,20.74,17.47,1.04,27.44
0.89,17.92,-9.55,20.76,17.48,1.04,27.47
0.90,18.13,-9.38,20.77,17.49,1.04,27.50
0.91,18.33,-9.20,20.78,17.50,1.04,27.54
0.92,18.54,-9.03,20.80,17.51,1.04,27.57
0.93,18.75,-8.85,20.81,17.52,1.04,27.60
0.94,18.96,-8.68,20.83,17.53,1.05,27.64
0.95,19.17,-8.50,20.84,17.54,1.05,27.67
0.96,19.37,-8.33,20.85,17.55,1.05,27.70
0.97,19.58,-8.15,20.87,17.56,1.05,27.74
0.98,19.79,-7.98,20.88,17.57,1.05,27.77
0.99,20.00,-7.80,20.90,17.58,1.05,27.80
1.00,20.21,-7.62,20.91,17.59,1.05,27.83
1.01,20.42,-7.45,20.92,17.60,1.05,27.87
1.02,20.63,-7.27,20.94,17.61,1.05,27.90
1.03,20.84,-7.10,20.95,17.62,1.05,27.93
1.04,21.05,-6.92,20.97,17.63,1.05,27.97
1.05,21.26,-6.74,20.98,17.64,1.05,28.00
1.06,21.47,-6.57,20.99,17.65,1.05,28.03
1.07,21.68,-6.39,21.01,17.66,1.05,28.07
1.08,21.89,-6.21,21.02,17.67,1.05,28.10
1.09,22.10,-6.04,21.04,17.69,1.05,28.14
1.10,22.31,-5.86,21.05,17.70,1.05,28.17
1.11,22.52,-5.68,21.06,17.71,1.05,28.20
1.12,22.73,-5.51,21.08,17.72,1.05,28.24
1.13,22.94,-5.33,21.09,17.73,1.05,28.27
1.14,23.15,-5.15,21.11,17.74,1.05,28.30
1.15,23.36,-4.97,21.12,17.75,1.06,28.34
1.16,23.57,-4.80,21.13,17.76,1.06,28.37
1.17,23.78,-4.62,21.15,17.77,1.06,28.40
1.18,24.00,-4.44,21.16,17.78,1.06,28.44
1.19,24.21,-4.26,21.18,17.79,1.06,28.47
1.20,24.42,-4.09,21.19,17.80,1.06,28.51
1.21,24.63,-3.91,21.20,17.81,1.06,28.54
1.22,24.84,-3.73,21.22,17.82,1.06,28.57
1.23,25.06,-3.55,21.23,17.83,1.06,28.61
1.24,25.27,-3.37,21.25,17.84,1.06,28.64
1.25,25.48,-3.19,21.26,17.85,1.06,28.68
1.26,25.69,-3.02,21.27,17.86,1.06,28.71
1.27,25.91,-2.84,21.29,17.88,1.06,28.74
1.28,26.12,-2.66,21.30,17.89,1.06,28.78
1.29,26.33,-2.48,21.32,17.90,1.06,28.81
1.30,26.55,-2.30,21.33,17.91,1.06,28.85
1.31,26.76,-2.12,21.34,17.92,1.06,28.88
1.32,26.97,-1.94,21.36,17.93,1.06,28.91
1.33,27.19,-1.76,21.37,17.94,1.06,28.95
1.34,27.40,-1.58,21.39,17.95,1.06,28.98
1.35,27.61,-1.40,21.40,17.96,1.06,29.02
1.36,27.83,-1.22,21.41,17.97,1.06,29.05
1.37,28.04,-1.04,21.43,17.98,1.06,29.09
1.38,28.26,-0.86,21.44,17.99,1.07,29.12
1.39,28.47,-0.68,21.46,18.00,1.07,29.16
1.40,28.69,-0.50,21.47,18.01,1.07,29.19
1.41,28.90,-0.32,21.48,18.02,1.07,29.22
1.42,29.12,-0.14,21.50,18.03,1.07,29.26
1.43,29.33,0.04,21.51,18.05,1.07,29.29
1.44,29.55,0.22,21.53,18.06,1.07,29.33
1.45,29.76,0.40,21.54,18.07,1.07,29.36
1.46,29.98,0.58,21.55,18.08,1.07,29.40
1.47,30.19,0.76,21.57,18.09,1.07,29.43
1.48,30.41,0.94,21.58,18.10,1.07,29.47
1.49,30.62,1.12,21.60,18.11,1.07,29.50
1.50,30.84,1.30,21.61,18.12,1.07,29.54
1.51,31.06,1.48,21.62,18.13,1.07,29.57
1.52,31.27,1.67,21.64,18.14,1.07,29.61
1.53,31.49,1.85,21.65,18.15,1.07,29.64
1.54,31.71,2.03,21.67,18.16,1.07,29.68
1.55,31.92,2.21,21.68,18.17,1.07,29.71
1.56,32.14,2.39,21.69,18.18,1.07,29.75
1.57,32.36,2.57,21.71,18.20,1.07,29.78
1.58,32.57,2.76,21.72,18.21,1.07,29.82
1.59,32.79,2.94,21.74,18.22,1.07,29.85
1.60,33.01,3.12,21.75,18.23,1.07,29.89
1.61,33.23,3.30,21.76,18.24,1.07,29.92
1.62,33.44,3.48,21.78,18.25,1.07,29.96
1.63,33.66,3.67,21.79,18.26,1.07,29.99
1.64,33.88,3.85,21.81,18.27,1.08,30.03
1.65,34.10,4.03,21.82,18.28,1.08,30.06
1.66,34.32,4.22,21.83,18.29,1.08,30.10
1.67,34.53,4.40,21.85,18.30,1.08,30.14
1.68,34.75,4.58,21.86,18.31,1.08,30.17
1.69,34.97,4.76,21.88,18.32,1.08,30.21
1.70,35.19,4.95,21.89,18.34,1.08,30.24
1.71,35.41,5.13,21.90,18.35,1.08,30.28
1.72,35.63,5.31,21.92,18.36,1.08,30.31
1.73,35.85,5.50,21.93,18.37,1.08,30.35
1.74,36.07,5.68,21.95,18.38,1.08,30.38
1.75,36.29,5.87,21.96,18.39,1.08,30.42
1.76,36.51,6.05,21.97,18.40,1.08,30.46
1.77,36.73,6.23,21.99,18.41,1.08,30.49
1.78,36.95,6.42,22.00,18.42,1.08,30.53
1.79,37.17,6.60,22.02,18.43,1.08,30.56
1.80,37.39,6.79,22.03,18.44,1.08,30.60
1.81,37.61,6.97,22.04,18.45,1.08,30.63
1.82,37.83,7.16,22.06,18.46,1.08,30.67
1.83,38.05,7.34,22.07,18.48,1.08,30.71
1.84,38.27,7.53,22.09,18.49,1.08,30.74
1.85,38.49,7.71,22.10,18.50,1.08,30.78
1.86,38.71,7.90,22.11,18.51,1.08,30.81
1.87,38.93,8.08,22.13,18.52,1.08,30.85
1.88,39.15,8.27,22.14,18.53,1.08,30.89
1.89,39.37,8.45,22.16,18.54,1.08,30.92
1.90,39.60,8.64,22.17,18.55,1.08,30.96
1.91,39.82,8.82,22.18,18.56,1.08,31.00
1.92,40.04,9.01,22.20,18.57,1.08,31.03
1.93,40.26,9.19,22.21,18.58,1.08,31.07
1.94,40.48,9.38,22.23,18.59,1.09,31.10
1.95,40.71,9.57,22.24,18.61,1.09,31.14
1.96,40.93,9.75,22.25,18.62,1.09,31.18
1.97,41.15,9.94,22.27,18.63,1.09,31.21
1.98,41.37,10.12,22.28,18.64,1.09,31.25
1.99,41.60,10.31,22.30,18.65,1.09,31.29
2.00,41.82,10.50,22.31,18.66,1.09,31.32
2.01,42.04,10.68,22.32,18.67,1.09,31.36
2.02,42.27,10.87,22.34,18.68,1.09,31.40
2.03,42.49,11.06,22.35,18.69,1.09,31.43
2.04,42.71,11.24,22.37,18.70,1.09,31.47
2.05,42.94,11.43,22.38,18.71,1.09,31.51
2.06,43.16,11.62,22.39,18.73,1.09,31.54
2.07,43.39,11.81,22.41,18.74,1.09,31.58
2.08,43.61,11.99,22.42,18.75,1.09,31.62
2.09,43.83,12.18,22.44,18.76,1.09,31.65
2.10,44.06,12.37,22.45,18.77,1.09,31.69
2.11,44.28,12.56,22.46,18.78,1.09,31.73
2.12,44.51,12.74,22.48,18.79,1.09,31.76
2.13,44.73,12.93,22.49,18.80,1.09,31.80
2.14,44.96,13.12,22.51,18.81,1.09,31.84
2.15,45.18,13.31,22.52,18.82,1.09,31.87
2.16,45.41,13.50,22.53,18.83,1.09,31.91
2.17,45.63,13.69,22.55,18.84,1.09,31.95
2.18,45.86,13.87,22.56,18.86,1.09,31.98
2.19,46.08,14.06,22.58,18.87,1.09,32.02
2.20,46.31,14.25,22.59,18.88,1.09,32.06
2.21,46.54,14.44,22.60,18.89,1.09,32.10
2.22,46.76,14.63,22.62,18.90,1.09,32.13
2.23,46.99,14.82,22.63,18.91,1.09,32.17
2.24,47.21,15.01,22.65,18.92,1.09,32.21
2.25,47.44,15.20,22.66,18.93,1.09,32.25
2.26,47.67,15.39,22.67,18.94,1.09,32.28
2.27,47.89,15.58,22.69,18.95,1.09,32.32
2.28,48.12,15.76,22.70,18.97,1.09,32.36
2.29,48.35,15.95,22.72,18.98,1.10,32.39
2.30,48.58,16.14,22.73,18.99,1.10,32.43
2.31,48.80,16.33,22.74,19.00,1.10,32.47
2.32,49.03,16.52,22.76,19.01,1.10,32.51
2.33,49.26,16.71,22.77,19.02,1.10,32.54
2.34,49.49,16.90,22.79,19.03,1.10,32.58
2.35,49.71,17.09,22.80,19.04,1.10,32.62
2.36,49.94,17.29,22.81,19.05,1.10,32.66
2.37,50.17,17.48,22.83,19.06,1.10,32.69
2.38,50.40,17.67,22.84,19.07,1.10,32.73
2.39,50.63,17.86,22.86,19.09,1.10,32.77
2.40,50.86,18.05,22.87,19.10,1.10,32.81
2.41,51.08,18.24,22.88,19.11,1.10,32.85
2.42,51.31,18.43,22.90,19.12,1.10,32.88
2.43,51.54,18.62,22.91,19.13,1.10,32.92
2.44,51.77,18.81,22.93,19.14,1.10,32.96
2.45,52.00,19.00,22.94,19.15,1.10,33.00
2.46,52.23,19.20,22.95,19.16,1.10,33.03
2.47,52.46,19.39,22.97,19.17,1.10,33.07
2.48,52.69,19.58,22.98,19.18,1.10,33.11
2.49,52.92,19.77,23.00,19.20,1.10,33.15
2.50,53.15,19.96,23.01,19.21,1.10,33.19
2.51,53.38,20.16,23.02,19.22,1.10,33.22
2.52,53.61,20.35,23.04,19.23,1.10,33.26
2.53,53.84,20.54,23.05,19.24,1.10,33.30
2.54,54.07,20.73,23.07,19.25,1.10,33.34
2.55,54.30,20.93,23.08,19.26,1.10,33.38
2.56,54.53,21.12,23.09,19.27,1.10,33.42
2.57,54.76,21.31,23.11,19.28,1.10,33.45
2.58,55.00,21.50,23.12,19.29,1.10,33.49
2.59,55.23,21.70,23.14,19.31,1.10,33.53
2.60,55.46,21.89,23.15,19.32,1.10,33.57
2.61,55.69,22.08,23.16,19.33,1.10,33.61
2.62,55.92,22.28,23.18,19.34,1.10,33.65
2.63,56.15,22.47,23.19,19.35,1.10,33.68
2.64,56.39,22.66,23.21,19.36,1.10,33.72
2.65,56.62,22.86,23.22,19.37,1.10,33.76
2.66,56.85,23.05,23.23,19.38,1.10,33.80
2.67,57.08,23.24,23.25,19.39,1.10,33.84
2.68,57.31,23.44,23.26,19.41,1.10,33.88
2.69,57.55,23.63,23.28,19.42,1.10,33.91
2.70,57.78,23.83,23.29,19.43,1.10,33.95
2.71,58.01,24.02,23.30,19.44,1.11,33.99
2.72,58.25,24.22,23.32,19.45,1.11,34.03
2.73,58.48,24.41,23.33,19.46,1.11,34.07
2.74,58.71,24.60,23.35,19.47,1.11,34.11
2.75,58.95,24.80,23.36,19.48,1.11,34.15
2.76,59.18,24.99,23.37,19.49,1.11,34.19
2.77,59.41,25.19,23.39,19.50,1.11,34.22
2.78,59.65,25.38,23.40,19.52,1.11,34.26
2.79,59.88,25.58,23.42,19.53,1.11,34.30
2.80,60.12,25.78,23.43,19.54,1.11,34.34
2.81,60.35,25.97,23.44,19.55,1.11,34.38
2.82,60.58,26.17,23.46,19.56,1.11,34.42
2.83,60.82,26.36,23.47,19.57,1.11,34.46
2.84,61.05,26.56,23.49,19.58,1.11,34.50
2.85,61.29,26.75,23.50,19.59,1.11,34.54
2.86,61.52,26.95,23.51,19.60,1.11,34.57
2.87,61.76,27.15,23.53,19.62,1.11,34.61
2.88,61.99,27.34,23.54,19.63,1.11,34.65
2.89,62.23,27.54,23.56,19.64,1.11,34.69
2.90,62.47,27.73,23.57,19.65,1.11,34.73
2.91,62.70,27.93,23.58,19.66,1.11,34.77
2.92,62.94,28.13,23.60,19.67,1.11,34.81
2.93,63.17,28.32,23.61,19.68,1.11,34.85
2.94,63.41,28.52,23.63,19.69,1.11,34.89
2.95,63.65,28.72,23.64,19.70,1.11,34.93
2.96,63.88,28.92,23.65,19.72,1.11,34.97
2.97,64.12,29.11,23.67,19.73,1.11,35.01
2.98,64.36,29.31,23.68,19.74,1.11,35.05
2.99,64.59,29.51,23.70,19.75,1.11,35.09
3.00,64.83,29.70,23.71,19.76,1.11,35.13
3.01,65.07,29.90,23.72,19.77,1.11,35.16
3.02,65.30,30.10,23.74,19.78,1.11,35.20
3.03,65.54,30.30,23.75,19.79,1.11,35.24
3.04,65.78,30.50,23.77,19.80,1.11,35.28
3.05,66.02,30.69,23.78,19.82,1.11,35.32
3.06,66.26,30.89,23.79,19.83,1.11,35.36
3.07,66.49,31.09,23.81,19.84,1.11,35.40
3.08,66.73,31.29,23.82,19.85,1.11,35.44
3.09,66.97,31.49,23.84,19.86,1.11,35.48
3.10,67.21,31.69,23.85,19.87,1.11,35.52
3.11,67.45,31.89,23.86,19.88,1.11,35.56
3.12,67.69,32.08,23.88,19.89,1.11,35.60
3.13,67.92,32.28,23.89,19.90,1.11,35.64
3.14,68.16,32.48,23.91,19.92,1.11,35.68
3.15,68.40,32.68,23.92,19.93,1.11,35.72
3.16,68.64,32.88,23.93,19.94,1.11,35.76
3.17,68.88,33.08,23.95,19.95,1.11,35.80
3.18,69.12,33.28,23.96,19.96,1.11,35.84
3.19,69.36,33.48,23.98,19.97,1.11,35.88
3.20,69.60,33.68,23.99,19.98,1.11,35.92
3.21,69.84,33.88,24.00,19.99,1.11,35.96
3.22,70.08,34.08,24.02,20.00,1.11,36.00
3.23,70.32,34.28,24.03,20.02,1.12,36.04
3.24,70.56,34.48,24.05,20.03,1.12,36.08
3.25,70.80,34.68,24.06,20.04,1.12,36.12
3.26,71.04,34.88,24.07,20.05,1.12,36.16
3.27,71.28,35.08,24.09,20.06,1.12,36.20
3.28,71.52,35.28,24.10,20.07,1.12,36.24
3.29,71.76,35.48,24.12,20.08,1.12,36.28
3.30,72.01,35.68,24.13,20.09,1.12,36.32
3.31,72.25,35.88,24.14,20.10,1.12,36.36
3.32,72.49,36.08,24.16,20.12,1.12,36.40
3.33,72.73,36.29,24.17,20.13,1.12,36.44
3.34,72.97,36.49,24.19,20.14,1.12,36.48
3.35,73.21,36.69,24.20,20.15,1.12,36.53
3.36,73.46,36.89,24.21,20.16,1.12,36.57
3.37,73.70,37.09,24.23,20.17,1.12,36.61
3.38,73.94,37.29,24.24,20.18,1.12,36.65
3.39,74.18,37.50,24.26,20.19,1.12,36.69
3.40,74.43,37.70,24.27,20.21,1.12,36.73
3.41,74.67,37.90,24.28,20.22,1.12,36.77
3.42,74.91,38.10,24.30,20.23,1.12,36.81
3.43,75.15,38.30,24.31,20.24,1.12,36.85
3.44,75.40,38.51,24.33,20.25,1.12,36.89
3.45,75.64,38.71,24.34,20.26,1.12,36.93
3.46,75.88,38.91,24.35,20.27,1.12,36.97
3.47,76.13,39.11,24.37,20.28,1.12,37.01
3.48,76.37,39.32,24.38,20.29,1.12,37.05
3.49,76.62,39.52,24.40,20.31,1.12,37.10
3.50,76.86,39.72,24.41,20.32,1.12,37.14
3.51,77.10,39.93,24.42,20.33,1.12,37.18
3.52,77.35,40.13,24.44,20.34,1.12,37.22
3.53,77.59,40.33,24.45,20.35,1.12,37.26
3.54,77.84,40.54,24.47,20.36,1.12,37.30
3.55,78.08,40.74,24.48,20.37,1.12,37.34
3.56,78.33,40.94,24.49,20.38,1.12,37.38
3.57,78.57,41.15,24.51,20.40,1.12,37.42
3.58,78.82,41.35,24.52,20.41,1.12,37.46
3.59,79.06,41.56,24.54,20.42,1.12,37.51
3.60,79.31,41.76,24.55,20.43,1.12,37.55
3.61,79.55,41.97,24.56,20.44,1.12,37.59
3.62,79.80,42.17,24.58,20.45,1.12,37.63
3.63,80.05,42.37,24.59,20.46,1.12,37.67
3.64,80.29,42.58,24.61,20.47,1.12,37.71
3.65,80.54,42.78,24.62,20.49,1.12,37.75
3.66,80.78,42.99,24.63,20.50,1.12,37.79
3.67,81.03,43.19,24.65,20.51,1.12,37.84
3.68,81.28,43.40,24.66,20.52,1.12,37.88
3.69,81.52,43.60,24.68,20.53,1.12,37.92
3.70,81.77,43.81,24.69,20.54,1.12,37.96
3.71,82.02,44.02,24.70,20.55,1.12,38.00
3.72,82.26,44.22,24.72,20.56,1.12,38.04
3.73,82.51,44.43,24.73,20.58,1.12,38.08
3.74,82.76,44.63,24.75,20.59,1.12,38.13
3.75,83.01,44.84,24.76,20.60,1.12,38.17
3.76,83.25,45.04,24.77,20.61,1.12,38.21
3.77,83.50,45.25,24.79,20.62,1.12,38.25
3.78,83.75,45.46,24.80,20.63,1.12,38.29
3.79,84.00,45.66,24.82,20.64,1.12,38.33
3.80,84.25,45.87,24.83,20.65,1.12,38.38
3.81,84.49,46.08,24.84,20.66,1.12,38.42
3.82,84.74,46.28,24.86,20.68,1.12,38.46
3.83,84.99,46.49,24.87,20.69,1.12,38.50
3.84,85.24,46.70,24.89,20.70,1.12,38.54
3.85,85.49,46.90,24.90,20.71,1.12,38.59
3.86,85.74,47.11,24.91,20.72,1.12,38.63
3.87,85.99,47.32,24.93,20.73,1.12,38.67
3.88,86.24,47.53,24.94,20.74,1.12,38.71
3.89,86.49,47.73,24.96,20.75,1.12,38.75
3.90,86.74,47.94,24.97,20.77,1.12,38.80
3.91,86.99,48.15,24.98,20.78,1.13,38.84
3.92,87.24,48.36,25.00,20.79,1.13,38.88
3.93,87.49,48.56,25.01,20.80,1.13,38.92
3.94,87.74,48.77,25.03,20.81,1.13,38.96
3.95,87.99,48.98,25.04,20.82,1.13,39.01
3.96,88.24,49.19,25.05,20.83,1.13,39.05
3.97,88.49,49.40,25.07,20.84,1.13,39.09
3.98,88.74,49.61,25.08,20.86,1.13,39.13
3.99,88.99,49.81,25.10,20.87,1.13,39.18
4.00,89.24,50.02,25.11,20.88,1.13,39.22
4.01,89.49,50.23,25.12,20.89,1.13,39.26
4.02,89.74,50.44,25.14,20.90,1.13,39.30
4.03,89.99,50.65,25.15,20.91,1.13,39.34
4.04,90.25,50.86,25.17,20.92,1.13,39.39
4.05,90.50,51.07,25.18,20.93,1.13,39.43
4.06,90.75,51.28,25.19,20.95,1.13,39.47
4.07,91.00,51.49,25.21,20.96,1.13,39.51
4.08,91.25,51.70,25.22,20.97,1.13,39.56
4.09,91.51,51.91,25.24,20.98,1.13,39.60
4.10,91.76,52.12,25.25,20.99,1.13,39.64
4.11,92.01,52.33,25.26,21.00,1.13,39.68
4.12,92.26,52.54,25.28,21.01,1.13,39.73
4.13,92.52,52.75,25.29,21.03,1.13,39.77
4.14,92.77,52.96,25.31,21.04,1.13,39.81
4.15,93.02,53.17,25.32,21.05,1.13,39.86
4.16,93.28,53.38,25.33,21.06,1.13,39.90
4.17,93.53,53.59,25.35,21.07,1.13,39.94
4.18,93.78,53.80,25.36,21.08,1.13,39.98
4.19,94.04,54.01,25.38,21.09,1.13,40.03
4.20,94.29,54.22,25.39,21.10,1.13,40.07
4.21,94.54,54.43,25.40,21.12,1.13,40.11
4.22,94.80,54.64,25.42,21.13,1.13,40.15
4.23,95.05,54.85,25.43,21.14,1.13,40.20
4.24,95.31,55.07,25.45,21.15,1.13,40.24
4.25,95.56,55.28,25.46,21.16,1.13,40.28
4.26,95.82,55.49,25.47,21.17,1.13,40.33
4.27,96.07,55.70,25.49,21.18,1.13,40.37
4.28,96.33,55.91,25.50,21.19,1.13,40.41
4.29,96.58,56.12,25.52,21.21,1.13,40.46
4.30,96.84,56.34,25.53,21.22,1.13,40.50
4.31,97.09,56.55,25.54,21.23,1.13,40.54
4.32,97.35,56.76,25.56,21.24,1.13,40.59
4.33,97.60,56.97,25.57,21.25,1.13,40.63
4.34,97.86,57.19,25.59,21.26,1.13,40.67
4.35,98.11,57.40,25.60,21.27,1.13,40.72
4.36,98.37,57.61,25.61,21.28,1.13,40.76
4.37,98.63,57.82,25.63,21.30,1.13,40.80
4.38,98.88,58.04,25.64,21.31,1.13,40.84
4.39,99.14,58.25,25.66,21.32,1.13,40.89
4.40,99.40,58.46,25.67,21.33,1.13,40.93
4.41,99.65,58.68,25.68,21.34,1.13,40.98
4.42,99.91,58.89,25.70,21.35,1.13,41.02
4.43,100.17,59.10,25.71,21.36,1.13,41.06
4.44,100.42,59.32,25.73,21.38,1.13,41.11
4.45,100.68,59.53,25.74,21.39,1.13,41.15
4.46,100.94,59.75,25.75,21.40,1.13,41.19
4.47,101.20,59.96,25.77,21.41,1.13,41.24
4.48,101.45,60.17,25.78,21.42,1.13,41.28
4.49,101.71,60.39,25.80,21.43,1.13,41.32
4.50,101.97,60.60,25.81,21.44,1.13,41.37
4.51,102.23,60.82,25.82,21.45,1.13,41.41
4.52,102.49,61.03,25.84,21.47,1.13,41.45
4.53,102.74,61.25,25.85,21.48,1.13,41.50
4.54,103.00,61.46,25.87,21.49,1.13,41.54
4.55,103.26,61.68,25.88,21.50,1.13,41.59
4.56,103.52,61.89,25.89,21.51,1.13,41.63
4.57,103.78,62.11,25.91,21.52,1.13,41.67
4.58,104.04,62.32,25.92,21.53,1.13,41.72
4.59,104.30,62.54,25.94,21.55,1.13,41.76
4.60,104.56,62.75,25.95,21.56,1.13,41.81
4.61,104.82,62.97,25.96,21.57,1.13,41.85
4.62,105.08,63.18,25.98,21.58,1.13,41.89
4.63,105.34,63.40,25.99,21.59,1.13,41.94
4.64,105.60,63.62,26.01,21.60,1.13,41.98
4.65,105.86,63.83,26.02,21.61,1.13,42.03
4.66,106.12,64.05,26.03,21.62,1.13,42.07
4.67,106.38,64.26,26.05,21.64,1.13,42.11
4.68,106.64,64.48,26.06,21.65,1.13,42.16
4.69,106.90,64.70,26.08,21.66,1.13,42.20
4.70,107.16,64.91,26.09,21.67,1.13,42.25
4.71,107.42,65.13,26.10,21.68,1.13,42.29
4.72,107.68,65.35,26.12,21.69,1.13,42.33
4.73,107.94,65.56,26.13,21.70,1.13,42.38
4.74,108.20,65.78,26.15,21.72,1.13,42.42
4.75,108.47,66.00,26.16,21.73,1.13,42.47
4.76,108.73,66.22,26.17,21.74,1.13,42.51
4.77,108.99,66.43,26.19,21.75,1.13,42.56
4.78,109.25,66.65,26.20,21.76,1.13,42.60
4.79,109.51,66.87,26.22,21.77,1.13,42.64
4.80,109.78,67.09,26.23,21.78,1.13,42.69
4.81,110.04,67.30,26.24,21.79,1.13,42.73
4.82,110.30,67.52,26.26,21.81,1.13,42.78
4.83,110.56,67.74,26.27,21.82,1.13,42.82
4.84,110.83,67.96,26.29,21.83,1.13,42.87
4.85,111.09,68.18,26.30,21.84,1.13,42.91
4.86,111.35,68.40,26.31,21.85,1.14,42.96
4.87,111.62,68.61,26.33,21.86,1.14,43.00
4.88,111.88,68.83,26.34,21.87,1.14,43.05
4.89,112.14,69.05,26.36,21.89,1.14,43.09
